name,description,longitude,latitude,country
Rowter Hole,,-1.79963,53.33761,Derbyshire
Rubble Rift,,-1.69242,53.28028,Derbyshire
Russet Well,,-1.77876,53.34139,Derbyshire
Sandholes Swallet,,-1.89517,53.20451,Derbyshire
Shay Lodge Sinks,,-1.94901,53.25309,Derbyshire
Shod Pot,,-1.73007,53.29571,Derbyshire
Stanley Moor Cave,,-1.93104,53.24139,Derbyshire
Triple Hole 2,,-1.66971,53.27882,Derbyshire
Level 7 Lower Entrancerance,,-1.67672,53.27925,Derbyshire
Level 7 B,,-1.67645,53.27934,Derbyshire
Smd L07 Hope Shaft,,-1.67602,53.2795,Derbyshire
Level 9,,-1.68195,53.27999,Derbyshire
Snelslow Swallet,,-1.83252,53.33757,Derbyshire
Spider Cave,,-1.85667,53.1013,Staffordshire
Springfield Rising,,-1.73988,53.33057,Derbyshire
St Bertram'S Cave,,-1.84231,53.08373,Staffordshire
Stoney Low Swallet,,-1.89815,53.21081,Derbyshire
Stoney Low Hole,,-1.89666,53.20811,Derbyshire
Stoop Edge Hole,,-1.91012,53.21351,Derbyshire
Strawberry Hole,,-1.68998,53.28044,Derbyshire
Streaks Pot Lower Entrance,,-1.68036,53.27993,Derbyshire
Suicide Cave,,-1.79486,53.34115,Derbyshire
Sunnybank Pot,,-1.80434,53.09383,Staffordshire
Swallow Tor Cave,,-1.90414,53.20722,Derbyshire
Swallowdale Sink,,-1.90713,53.20902,Derbyshire
Swevic House Swallet,,-1.72117,53.29376,Derbyshire
T Pot,,-1.85728,53.09552,Staffordshire
Tearsall Pipe Cavern,,-1.60365,53.13845,Derbyshire
The Pit Hole,,-1.85478,53.19458,Derbyshire
Thistle Pot,,-1.81591,53.32542,Derbyshire
Thorswood Swallet,,-1.82703,53.02285,Staffordshire
Thurst House Cave,,-1.85613,53.23809,Derbyshire
Tor Rock Swallet,,-1.90564,53.20812,Derbyshire
Tuncliff Swallet,,-1.93076,53.23007,Derbyshire
Tyre Pit Quarry 1,,-1.7757,53.14502,Derbyshire
Veer Shaft,,-1.85133,53.32582,Derbyshire
Peak Ventrance,,-1.77819,53.33765,Derbyshire
The Ventranceilator,,-1.78702,53.33543,Derbyshire
Victoria (Aven),,-1.77925,53.33708,Derbyshire
Virgin Pot,,-1.93554,53.2405,Derbyshire
Waggon Low Swallet,,-1.83088,53.18107,Derbyshire
Wall Shaft,,-1.78072,53.34067,Derbyshire
Water Icicle Close Cavern,,-1.7605,53.17807,Derbyshire
Waterfall Hole,,-1.70335,53.28998,Derbyshire
Waterswallows Cave,,-1.88301,53.27102,Derbyshire
Waterways Swallet,,-1.81418,53.0398,Staffordshire
Well Shaft,,-1.74441,53.31947,Derbyshire
Wham Mine Engine Shaft,,-1.79989,53.32676,Derbyshire
Whim Mine Shaft 4,,-1.79474,53.19465,Derbyshire
Wilsons Swallet,,-1.90414,53.20722,Derbyshire
Windy Knoll Cavern,,-1.81136,53.3439,Derbyshire
Winnats Head Cave,,-1.80388,53.34215,Derbyshire
Wolfscote Grange Cave,,-1.80571,53.1226,Derbyshire
Wye Head Resurgence,,-1.9265,53.25426,Derbyshire
Yoga Cave Crawl Entrancerance,,-1.68323,53.27957,Derbyshire
Yoga Rubbish Entrance,,-1.68425,53.27937,Derbyshire
Yoga Shaft Entrance,,-1.68413,53.27939,Derbyshire
Cow Dubs II,,-2.50042,54.21948,Lancashire
Cow Pot,,-2.51632,54.22233,Westmorland and Furness
Lancaster Hole,,-2.51677,54.2211,Westmorland and Furness
Link Pot,,-2.50992,54.21772,Lancashire
Mistral Hole,,-2.51302,54.21759,Lancashire
Pegleg Pot,,-2.51795,54.21682,Lancashire
Brook Bottom Resurgence 1,,-1.91756,53.23599,Derbyshire
Bull Pit,,-1.84171,53.32967,Derbyshire
Calesdale New Cave,,-1.74167,53.18515,Derbyshire
Calver Sough,,-1.63725,53.26664,Derbyshire
Car Pot,,-1.84962,53.3297,Derbyshire
Carder Low Pot,,-1.80852,53.16126,Derbyshire
Carlswark Cavern Gin Entrance,,-1.67052,53.27884,Derbyshire
Carlswark Resurgence,,-1.67053,53.27872,Derbyshire
Carlswark Stub Scrin Entrance,,-1.67389,53.28082,Derbyshire
Carsington Pasture Cave,,-1.63867,53.08356,Derbyshire
Cartledge Farm Swallet,,-1.73272,53.29626,Derbyshire
Cascade Cavern,,-1.76605,53.1945,Derbyshire
Cave Dale Rising,,-1.77814,53.33667,Derbyshire
Peveril Castle Cave,,-1.77754,53.33979,Derbyshire
Cave Dale Pipe,,-1.77632,53.33767,Derbyshire
Noon's Hole,,-7.85677,54.38341,County Fermanagh
Blue John Cavern,,-1.8035,53.3456,Derbyshire
Ingleborough Cave,,-2.3776495456695557,54.13510618842591,North Yorkshire
Fox Holes,,-2.373669147491455,54.138380943412436,North Yorkshire
Stile Pot,,-2.381058633327484,54.146147237217924,North Yorkshire
Small Mammal Pot,,-2.3812437057495117,54.146180228683,North Yorkshire
Marilyn,,-2.380514144897461,54.14700657775639,North Yorkshire
Flood Entrance,,-2.3821234703063965,54.146943738102074,North Yorkshire
Wades Entrance,,-2.3825258016586304,54.1470945531122,North Yorkshire
OBJ Entrance,,-2.3830997943878174,54.14735533610434,North Yorkshire
Motley Pot,,-2.3847144842147827,54.149105367420844,North Yorkshire
Rat Hole,,-2.382713556289673,54.14980598758875,North Yorkshire
Stream Passage Pot,,-2.3865652084350586,54.14784547800609,North Yorkshire
Goatchurch Cavern,,-2.752222222222222,51.32027777777779,North Somerset
Gough's Cave,,-2.7641666666666667,51.28138888888889,Somerset
Treak Cliff Cavern,,-1.7972,53.3451,Derbyshire
Speedwell Cavern,,-1.7921,53.3414,Derbyshire
Stoke Lane Slocker,,-2.4758333333333336,51.22527777777778,Somerset
St Cuthbert's Swallet,,-2.654166666666667,51.251666666666665,Somerset
Poole's Cavern,,-1.9259,53.2498,Derbyshire
Ogof y Daren Cilau,,-3.15479,51.83064,Powys
Longwood Swallet,,-2.738611111111111,51.29833333333333,Somerset
Lamb Leer,,-2.6553,51.2923,Somerset
Great Rutland Cavern,,-1.5650000000000002,53.12444444444444,Derbyshire
Great Douk Cave,,-2.388333333333333,54.1875,North Yorkshire
Uamh an Claonaite,,-4.935833333333334,58.104444444444454,Highland
Giants Hole,,-1.822106,53.340933,Derbyshire
Pollnatagha,,-7.7486025,54.2097,County Fermanagh
John Thomas's Hole [Hallelujah Hole] [Spider Pot] [Pollpluda],,-7.818757,54.255828,County Fermanagh
Plas y Darren Cave,,-3.5636475,51.802624,Powys
Ffynnon Ddu (lower Mellte),,-3.5618796,51.763638,Rhondda Cynon Taf
Cave of the two dogs,,-3.562811,51.799397,Powys
Ogof Dan Ci (typo),,-3.562811,51.799397,Powys
Ogof Dau Gi,,-3.562811,51.799397,Powys
Borehole,,-3.56254,51.80205,Powys
Rhododendron Hole,,-3.5623987,51.804256,Powys
Gulping Hole South,,-3.5620809,51.80345,Powys
Ogof Di Sulfaen,,-3.560741,51.798256,Powys
Cave of the Black Stalactites,,-3.5605345,51.798573,Powys
COTMV62,,-3.5605345,51.798573,Powys
Ogof Stalactidau Ddu,,-3.5605345,51.798573,Powys
Rubbish Tip Cave,,-3.5605345,51.798573,Powys
COTMV60,,-3.5601542,51.82326,Powys
Spring - COTMV36,,-3.5584738,51.79265,Powys
Ogof Glan Mettle,,-3.5576947,51.793602,Powys
Lower Cil-Hepste Falls Rising,,-3.5569754,51.777355,Rhondda Cynon Taf
Pant y Llwyn East Rising,,-3.5577216,51.799015,Powys
Dig,,-3.5574627,51.799915,Powys
COTMV34,,-3.5573094,51.797997,Powys
Rift,,-3.5573094,51.797997,Powys
Porth yr Ogof - Resurgence,,-3.5572557,51.798122,Powys
Porth Yr Ogof - Entrance L,,-3.5569706,51.79826,Powys
Spring,,-3.5566554,51.79332,Powys
Hen Dai Spring,,-3.5571406,51.81161,Powys
Porth Yr Ogof Rising 3,,-3.5562987,51.80065,Powys
COTMV55,,-3.5562298,51.80623,Powys
Porth-yr-Ogof,,-3.555728,51.800076,Powys
White Horse Cave,,-3.555728,51.800076,Powys
Cwm Porth Cavern E,,-3.5554287,51.794334,Powys
Cwm Nant Spring,,-3.5556788,51.815495,Powys
Spring,,-3.555399,51.809475,Powys
Cwm-Y-Porth Woods Cave,,-3.5544708,51.79726,Powys
Ogof Sulgwyn,,-3.554187,51.797443,Powys
Cwm Porth Farm Well,,-3.553925,51.798256,Powys
Cwm Porth Farm Sink,,-3.5533204,51.797543,Powys
Church Sink,,-3.5513551,51.808308,Powys
Main Mellte Sink,,-3.5513551,51.808308,Powys
Dead Dog Dig,,-3.5503657,51.80019,Powys
Ogof y Ci Marw,,-3.5503657,51.80019,Powys
Ogof Coeden Prop,,-3.549298,51.798656,Powys
COTMV64,,-3.5493076,51.8074,Powys
Ogof Ganol,,-3.5483787,51.79807,Powys
Mellte Top Sink,,-3.547873,51.81209,Powys
Morgan's Hole,,-3.547873,51.81209,Powys
Ogof Mellte Uchaf,,-3.547873,51.81209,Powys
Ogof Ffynnon,,-3.5472023,51.796753,Powys
Blocked Cave,,-3.5732043,51.7605,Rhondda Cynon Taf
Pwll y Ffordd Cave,,-3.5743406,51.80232,Powys
Ogof BerthLwyd,,-3.5740948,51.802753,Powys
Ogof Lliwiog,,-3.5740948,51.802753,Powys
Ogof-y-Defeid Meirw,,-3.5740948,51.802753,Powys
Cave of the Dead Sheep,,-3.5739954,51.80282,Powys
Coloured Cave,,-3.5739954,51.80282,Powys
Ogof Coed y Ffynnau,,-3.5725107,51.760567,Rhondda Cynon Taf
Terrace Cave,,-3.5722837,51.760704,Rhondda Cynon Taf
Sink in Shakehole,,-3.5736892,51.804016,Powys
Dan y Rhedyn,,-3.573755,51.815903,Powys
Under the Ferns,,-3.573755,51.815903,Powys
Gwynion Gulf,,-3.5738573,51.82092,Powys
Theoretical Pot,,-3.5738573,51.82092,Powys
Pwll Coed-y-Rhaiadr Sink,,-3.5726721,51.79522,Powys
Hepste Lesser Resurgence,,-3.5450454,51.776073,Powys
Unnamed sink in Gwaen Hepste,,-3.544566,51.798107,Powys
Hepste Main Resurgence,,-3.5436027,51.77627,Powys
Pwll-yTarddiant Hepste,,-3.5436027,51.77627,Powys
North Flood Resurgence,,-3.5432186,51.776062,Rhondda Cynon Taf
Ogof Pwll-y-dram,,-3.5432186,51.776062,Rhondda Cynon Taf
Cave of the Pool with the Tram No.2,,-3.5431588,51.77601,Rhondda Cynon Taf
Ogof Pwll y Dram No. 2,,-3.5431588,51.77601,Rhondda Cynon Taf
Pwll Coed y Rhaiadr,,-3.5436797,51.795513,Powys
Ogof Tarddiant Hepste No. 3,,-3.5427504,51.775932,Powys
Ogof Hepste,,-3.5426419,51.77615,Powys
Ogof Hepste No. 2,,-3.5426419,51.77615,Powys
Ogof Tarddiant Hepste Main Cave,,-3.5425498,51.776005,Powys
Hepste Waterfall Sink,,-3.5424762,51.77597,Powys
Middle Hepste Sink No 3,,-3.5424762,51.77597,Powys
Tarddiant Hepste Sink,,-3.5424762,51.77597,Powys
Pool Swallet,,-3.5431345,51.79568,Powys
Pwll-y-Phaiadr,,-3.5431345,51.79568,Powys
Goetre Spring,,-3.5427942,51.816296,Powys
Moel Penderyn Stream Sink 2,,-3.5411906,51.775673,Powys
Careg-Fawr Farm Rising,,-3.5421128,51.813335,Powys
Ffynnon Careg-Fawr Rising,,-3.5421128,51.813335,Powys
Ogof Careg Fawr,,-3.5421128,51.813335,Powys
Rovers Cave,,-3.5421128,51.813335,Powys
Ogof Pwll y Berw,,-3.5714464,51.760372,Rhondda Cynon Taf
Ogof Pwll y Brew (typo),,-3.5714464,51.760372,Rhondda Cynon Taf
Common land Cave,,-3.5732386,51.817734,Powys
Ogof Shar Wlad,,-3.5732386,51.817734,Powys
Pothole,,-3.5729454,51.820976,Powys
Ogof Rasyr,,-3.5726817,51.820484,Powys
Ogof Carnau Gwynion,,-3.571439,51.821472,Powys
Pwll y Gelynen,,-3.5699155,51.803528,Powys
Graig Fawr Sink,,-3.569553,51.808956,Powys
Einon's Hole,,-3.568764,51.81631,Powys
Carnau Gwynion West Digs,,-3.5685716,51.818707,Powys
Sink - COTMV41,,-3.5684428,51.81709,Powys
Plas y Darren Pothole No.2,,-3.5671659,51.79952,Powys
Ogof Plas-y-Darren South,,-3.567172,51.799698,Powys
Ogof Y Darren,,-3.567172,51.799698,Powys
Ogofau Plas y Darren,,-3.567172,51.799698,Powys
Plas y Darren Fissure,,-3.5671782,51.799877,Powys
Sink,,-3.5670364,51.79997,Powys
The Lair/Burrow,,-3.5672612,51.81314,Powys
Y Gwal,,-3.5672612,51.81314,Powys
Hole by the Wall,,-3.5665662,51.80983,Powys
Mutton Pot,,-3.5665662,51.80983,Powys
The Hole in the Wall,,-3.5665662,51.80983,Powys
Twll Wrth y Wal,,-3.5665662,51.80983,Powys
Twll Yrth y Wal (typo),,-3.5665662,51.80983,Powys
Resurgence,,-3.5661323,51.798992,Powys
Ogof Gwynion No.2,,-3.5667505,51.819748,Powys
Pant-y-Llwyn Rising East,,-3.5652564,51.798824,Powys
Pant y Llwyn Cave,,-3.5652845,51.799633,Powys
Obvious Cave,,-3.564317,51.809395,Powys
Foel stream caves,,-3.540724,51.7756,Rhondda Cynon Taf
Hepste Foxholes,,-3.540724,51.7756,Rhondda Cynon Taf
Frank's Rift,,-3.540544,51.775845,Powys
Middle Hepste Cave,,-3.5405033,51.775494,Rhondda Cynon Taf
Middle Hepste North West Dig,,-3.5404267,51.775803,Powys
Roses' Rift,,-3.5404267,51.775803,Powys
Hardies Hole,,-3.5403543,51.775803,Powys
Ogof Foel,,-3.5395467,51.767414,Rhondda Cynon Taf
Cave near Middle Hepste North East Cave,,-3.5398214,51.77591,Powys
Middle Hepste Main Sink,,-3.539412,51.775806,Powys
Moel Brook Rising,,-3.5372045,51.771408,Rhondda Cynon Taf
Ogof Cefn Garw,,-3.5380273,51.80413,Powys
Gwaen Cefn y Gareg North Pot,,-3.537865,51.80575,Powys
Lesser Pulpit Hole,,-3.537788,51.80476,Powys
Gwaen Cefn-y-Carreg Pot,,-3.537707,51.803665,Powys
Pulpit Hole,,-3.537707,51.803665,Powys
Gwaen Cefn y Gareg Sink,,-3.537536,51.805458,Powys
Tor y Foel Level,,-3.5362291,51.768726,Rhondda Cynon Taf
Ogof Periglor,,-3.5373428,51.80788,Powys
Shining Rocks Cave,,-3.5373428,51.80788,Powys
Green Cave,,-3.5369437,51.80169,Powys
COTMV9,,-3.5368617,51.800987,Powys
Ogof y Tymestl Eira,,-3.5370967,51.808323,Powys
Snowstorm Cave,,-3.5370967,51.808323,Powys
COTMV10,,-3.5367332,51.80019,Powys
Pwll Derw,,-3.5366807,51.79993,Powys
Pwll Derwen (in error),,-3.5366807,51.79993,Powys
Tor y Foel Spring,,-3.5351543,51.769512,Rhondda Cynon Taf
Blaen Hepste Resurgence,,-3.507712,51.804073,Powys
Pwll y Felin,,-3.5357661,51.797344,Powys
Blaen Hepste Hole,,-3.5075283,51.80422,Powys
Pant Cefn-y-Ffordd Sink,,-3.5335386,51.765884,Rhondda Cynon Taf
Penderyn Church Sink,,-3.5335386,51.765884,Rhondda Cynon Taf
Upper Hepste  Tir-yr-Onnen Sink,,-3.5029485,51.804764,Powys
Tir-Duweunydd North Sink,,-3.5281043,51.79463,Powys
Garreg Fawr Foxhole 2,,-3.5005534,51.79422,Rhondda Cynon Taf
Ogof T1,,-3.5276284,51.794273,Powys
Llygad Hepste Fechan,,-3.5010424,51.8216,Powys
Ogof Abercwrier,,-3.4955053,51.808624,Powys
Upper Hepste Llwyn Celyn Sink,,-3.5261705,51.792324,Powys
Ogof Fach,,-3.4933925,51.77674,Rhondda Cynon Taf
Tir-Duweunydd Well Cave,,-3.5260983,51.79577,Powys
Pen yr Eithin Quarries Rising,,-3.5246758,51.76091,Rhondda Cynon Taf
Ogof Fach Iawn,,-3.4932363,51.77684,Rhondda Cynon Taf
Sink in shakehole,,-3.4912598,51.80174,Rhondda Cynon Taf
Hepste Fawr Road Cave,,-3.525348,51.79631,Powys
Nant Cwrier Bridge Rising,,-3.4886804,51.815006,Powys
Shakehole Sink,,-3.521641,51.790874,Rhondda Cynon Taf
Sink in Shakehole in the Sychbant Trough,,-3.4869535,51.77665,Rhondda Cynon Taf
Ogof Glan Hepste Dig,,-3.5214038,51.79503,Powys
Nant Cwrier Outcrop,,-3.4880452,51.815544,Powys
Hepste Fawr Sinks  Right Hand,,-3.5214155,51.795803,Powys
Ogof Gorllewinol Cader Fawr,,-3.4874334,51.80049,Rhondda Cynon Taf
Hepste Cave No 3,,-3.5213466,51.795048,Powys
The West Cave of the Cader Fawr Mountain,,-3.4874334,51.80049,Rhondda Cynon Taf
Ffynnon Heol Brycheiniog 6,,-3.487555,51.805946,Rhondda Cynon Taf
Twin Sink,,-3.4851766,51.809044,Powys
Ogof Cader Fawr,,-3.4841523,51.805244,Rhondda Cynon Taf
Twin sink and dig,,-3.4838555,51.809456,Powys
Sinks,,-3.4818516,51.776222,Rhondda Cynon Taf
Twll Carw Coch,,-3.4756303,51.80322,Rhondda Cynon Taf
Mynydd Y Glog Shakehole sink 3,,-3.4726038,51.7642,Rhondda Cynon Taf
Cwm Cadlan Road Sink,,-3.4730778,51.78765,Rhondda Cynon Taf
Garwnant Fawr Rising,,-3.473555,51.809856,Rhondda Cynon Taf
Esgair-carnau Rising,,-3.4733305,51.816315,Powys
Ogof Fawr,,-3.4719908,51.776093,Rhondda Cynon Taf
Sychbant Swallet,,-3.471711,51.77595,Rhondda Cynon Taf
Limekiln Dig,,-3.2170901,51.84305,Powys
Cave in quarry,,-3.2164943,51.83764,Powys
Mynydd-Y-Glog Swallet 4,,-3.4681497,51.77118,Rhondda Cynon Taf
Sink in Shakehole,,-3.2150118,51.8311,Powys
Carno Adit,,-3.2139099,51.805763,Blaenau Gwent
Pwll Coch,,-3.2126818,51.828094,Powys
Derek's Dig,,-3.3067782,51.814713,Powys
Pwll Pirs,,-3.306124,51.814667,Powys
Crochen Sion Hopkin,,-3.212889,51.839043,Powys
Ogof Pyrgad,,-3.3007529,51.829655,Powys
John Hopkin's Pot,,-3.212889,51.839043,Powys
Sink in Shakehole,,-3.2989142,51.80509,Blaenau Gwent
Ogof Pant Lladron,,-3.212889,51.839043,Powys
Heather Hole,,-3.2973266,51.817482,Powys
Roadside Cave,,-3.2120187,51.827183,Powys
Ogof Ebill,,-3.297023,51.821064,Powys
Wet Sink,,-3.2944577,51.809517,Blaenau Gwent
Sink,,-3.2113223,51.83043,Powys
Lake Sink,,-3.2925904,51.80864,Blaenau Gwent
Rock of Ages Dig,,-3.2067573,51.842606,Powys
Pietras Dig,,-3.2892396,51.832523,Powys
Ogof Llungwyn,,-3.1879635,51.837257,Powys
Sink in Shakehole,,-3.2868698,51.835426,Powys
Whitmonday Cave,,-3.1879635,51.837257,Powys
Quarry Feature 1,,-3.282558,51.816994,Blaenau Gwent
Pant Serthfa Spring 2,,-3.281942,51.840775,Powys
Nant Trefil Sink,,-3.2810318,51.80974,Blaenau Gwent
Three Cave Hill Caves,,-3.2794137,51.81406,Blaenau Gwent
North Rift,,-3.2780144,51.815876,Blaenau Gwent
Wintles Tube,,-3.2757246,51.811855,Blaenau Gwent
Ogof Hen Gwar Trefil,,-3.275063,51.81411,Blaenau Gwent
Balcony Cave,,-3.273562,51.81233,Blaenau Gwent
Reservoir Cave,,-3.272923,51.809727,Blaenau Gwent
Sink in Shakehole,,-3.2690558,51.80684,Blaenau Gwent
Ffynnon Sion Sieffre,,-3.268103,51.798717,Blaenau Gwent
Chartist Cave,,-3.2672079,51.828857,Powys
Ogof Fawr,,-3.2672079,51.828857,Powys
Tylles Fawr,,-3.2672079,51.828857,Powys
Ogof Claisfer,,-3.2670114,51.837368,Powys
Claisfer Pot,,-3.2666097,51.83598,Powys
Claisfer Resurgence,,-3.2657928,51.835835,Powys
Crescent Cave,,-3.2647157,51.82796,Powys
Ffynnon Cae-Rhos,,-3.2545297,51.836872,Powys
Waen Rudd Swallet,,-3.1859674,51.833664,Powys
Ogof Cynnes,,-3.2481313,51.830654,Powys
Waun Ddu Spring 4,,-3.1840875,51.841656,Powys
Royal Welsh Cave,,-3.2450535,51.830616,Powys
Dig,,-3.2414684,51.840614,Powys
Ogof Garn Galch,,-3.2402146,51.841473,Powys
Ogof Ffw,,-3.1833963,51.838554,Powys
Twll Y Llwynog,,-3.1804037,51.8329,Powys
Mantle's Hole,,-3.2352424,51.843307,Powys
Spring,,-3.226028,51.8413,Powys
Ogof Gam,,-3.180339,51.835426,Powys
Blaen Onneu Quarry Cave 4,,-3.2223377,51.837955,Powys
Aggie,,-3.1803243,51.83542,Powys
Aggie Aggy,,-3.1803243,51.83542,Powys
Pwll Blaen Onneu,,-3.2222278,51.838192,Powys
Ogof Bannau,,-3.1798298,51.833717,Powys
Pwll Gwynt,,-3.1797745,51.833817,Powys
Dig,,-3.2208664,51.837227,Powys
Harding's Down Cave,,-4.264336,51.595123,Swansea
Ogof Morloi,,-4.925459,51.59633,Pembrokeshire
Sea Cave,,-4.2618175,51.553734,Swansea
Star Rock Cave,,-4.9215026,51.606678,Pembrokeshire
Culver Hole,,-4.2140713,51.539833,Swansea
Nichols Cave,,-4.9142222,51.61028,Pembrokeshire
Port Eynon Point Cave,,-4.210291,51.5377,Swansea
Sandy Pit Cave,,-4.913624,51.611534,Pembrokeshire
Pothole,,-4.901286,51.615814,Pembrokeshire
Stembridge Cave,,-4.2129335,51.605503,Swansea
Cave,,-4.9009633,51.615284,Pembrokeshire
Stouthall Cave,,-4.2002172,51.58146,Swansea
Stackpole Head Pothole,,-4.900013,51.61171,Pembrokeshire
Llwyn-y-Bwch Swallet,,-4.191117,51.602314,Swansea
Little Hoyle Cave,,-4.731986,51.666557,Pembrokeshire
Old Quarry Pot,,-4.1737022,51.608078,Swansea
Cave,,-4.718819,51.64231,Pembrokeshire
Llanrhidian Rising,,-4.1732907,51.608536,Swansea
Bat Hole,,-4.172735,51.608997,Swansea
Rock Shelter,,-4.7130713,51.640465,
Holywell Rising,,-4.1708617,51.5879,Swansea
Moor Mills Sink,,-4.159894,51.60015,Swansea
Sea Cave,,-4.7091045,51.641815,Pembrokeshire
Underhill Well,,-4.1570253,51.571617,Swansea
Underhill West Rising,,-4.1570253,51.571617,Swansea
Periswood Farm Swallet,,-4.1542926,51.576683,Swansea
Cathedral Cave,,-4.7074366,51.640503,Pembrokeshire
Perriswood Sink,,-4.1542926,51.576683,Swansea
Star Cliff Cave,,-4.7074366,51.640503,Pembrokeshire
Cave,,-4.1522846,51.54458,Swansea
Church Sink,,-4.1466513,51.575016,Swansea
Nicholaston West Rising,,-4.144994,51.57108,Swansea
Cave,,-4.695568,51.64024,Pembrokeshire
Daw Hole,,-4.1219087,51.569008,Swansea
Llethrid Quarry Cave 1,,-4.1223607,51.600388,Swansea
Sea Cave,,-4.690289,51.631634,Pembrokeshire
Llethrid Swallet,,-4.1221285,51.600365,Swansea
Tooth Cave,,-4.1213794,51.59823,Swansea
Cave / Resurgence,,-4.689006,51.631935,Pembrokeshire
Green Cwm Well,,-4.1162386,51.59294,Swansea
Cathole,,-4.1124635,51.589996,Swansea
Rock Shelter,,-4.6855383,51.641727,Pembrokeshire
Cathole Lower Cave,,-4.1120577,51.589962,Swansea
Kitchen Well,,-4.110156,51.586308,Swansea
Stalactite Cave,,-4.6851053,51.64174,Pembrokeshire
Wellhead Rising,,-4.109909,51.58721,Swansea
Potter's Cave,,-4.6845384,51.64193,Pembrokeshire
Gomer William's Hole,,-4.0999184,51.56621,Swansea
St. Sampson's Cave,,-4.6845384,51.64193,Pembrokeshire
Ravenscliff Cave,,-4.0993824,51.565548,Swansea
Fern Cave,,-4.0984764,51.56624,Swansea
Spurge Hole,,-4.0979533,51.56584,Swansea
Frank's Hole,,-4.0976853,51.5663,Swansea
Cave,,-4.6814537,51.631298,Pembrokeshire
Devil's Kitchen,,-4.097045,51.565544,Swansea
Cave / Resurgence,,-4.681625,51.64155,
Nanna's Cave,,-4.6810102,51.64093,Pembrokeshire
Forester's Cave,,-4.092285,51.564957,Swansea
Foxhole,,-4.089002,51.565735,Swansea
Minchin Hole,,-4.085925,51.56156,Swansea
Ilston Cwm Cave,,-4.0847487,51.592606,Swansea
Allen's Hole,,-4.082412,51.562027,Swansea
Bowen's Parlour,,-4.082412,51.562027,Swansea
Crow Hole,,-4.0810113,51.562954,Swansea
Bosco's Den,,-4.079529,51.56208,Swansea
Courthouse Lower Rising,,-4.0803595,51.591335,Swansea
Courthouse Cave 1,,-4.0800753,51.59143,Swansea
Bacon Hole,,-4.078219,51.561832,Swansea
Courthouse Main Flood Rising,,-4.07935,51.591354,Swansea
Hunts Cave,,-4.0765753,51.562176,Swansea
Courthouse Middle Sink,,-4.0774827,51.591568,Swansea
Courthouse Pram Sink,,-4.0776043,51.60056,Swansea
Courthouse Upper Sink,,-4.0750346,51.5917,Swansea
Ogof Cregyn,,-4.0688653,51.560783,Swansea
Widegate Rising,,-4.0690746,51.57175,Swansea
Ogof Baynton,,-4.0592136,51.575478,Swansea
Gut Hole,,-4.0592656,51.57822,Swansea
Guzzle Hole,,-4.0592656,51.57822,Swansea
Meander Cave,,-4.0591373,51.578583,Swansea
Bishopston Valley West Rising,,-4.0586033,51.576344,Swansea
Ogof Mahtoc,,-4.0585933,51.57931,Swansea
Scree Cave,,-4.058331,51.576706,Swansea
Gulver Pit,,-4.0585055,51.58057,Swansea
Bishopston Valley Cave 5,,-4.0583024,51.582462,Swansea
Ledge Cave,,-4.05801,51.58238,Swansea
Lower Daw Pit Sink,,-4.0580225,51.58265,Swansea
Ogof Ci Coch,,-4.0578294,51.581573,Swansea
Ogof Canddo,,-4.057833,51.58166,Swansea
Kettle Collapse,,-4.057894,51.583008,Swansea
Ogof Hentecil,,-4.0579023,51.58319,Swansea
Ogof Rellaw,,-4.057673,51.581306,Swansea
Daw Cave,,-4.057025,51.582935,Swansea
Bishopston Sink,,-4.0566244,51.58366,Swansea
Barland's Quarry Cave,,-4.05635,51.587173,Swansea
Kittle Hill Cave 2,,-4.0556545,51.58615,Swansea
Back Garden Cave,,-4.054592,51.585,Swansea
Big Rock Cave,,-4.039216,51.58172,Swansea
Caswell Valley Sink,,-4.039216,51.58172,Swansea
Espalone,,-4.039216,51.58172,Swansea
Murton Stream Sink,,-4.039216,51.58172,Swansea
Ogof Carreg Mawr,,-4.039216,51.58172,Swansea
Ogof Ystlum,,-4.038224,51.569233,Swansea
Doline,,-2.8394117,51.62179,Gwent
Caswell Sea Cave 6,,-4.0368824,51.568268,Swansea
Caswell Bay Bone Cave,,-4.0366,51.570026,Swansea
Penhow Spring,,-2.830621,51.607105,Monmouthshire
St. Brides Mill Spring,,-2.830621,51.607105,Monmouthshire
Caswell East Rising,,-4.035789,51.569637,Swansea
Grey Hill Sinks,,-2.8216321,51.62911,Gwent
Wentwood Reservoir Sinks,,-2.8216321,51.62911,Gwent
Llanfair Discoed 2,,-2.805296,51.6285,Monmouthshire
Cave,,-4.0308266,51.568375,Swansea
Cas Troggy,,-2.7826507,51.630634,Monmouthshire
Nedern Sink,,-2.7826507,51.630634,Monmouthshire
Resurgence,,-4.030662,51.571163,Swansea
Ifton Quarries,,-2.7747352,51.590046,Monmouthshire
Upper Rodge Wood Cave,,-2.770281,51.604057,Monmouthshire
The Whirlpools,,-2.7631073,51.6068,Monmouthshire
Newton Stream Sink,,-4.023844,51.580093,Swansea
Whirly Holes,,-2.7631073,51.6068,Monmouthshire
Bob's Way Cave,,-3.9997482,51.577,Swansea
Beaver Hole,,-2.732016,51.662342,Monmouthshire
Croes Bleddyn Swallet,,-2.732016,51.662342,Monmouthshire
Chapel Hill Cave,,-3.603554,51.489925,Bridgend
